"subjID","trial","deck","loss","gain","Study","group_id"
29,15,2,0,100,"Horstmann",1
29,16,2,-1250,100,"Horstmann",1
29,17,2,0,100,"Horstmann",1
29,18,1,-150,100,"Horstmann",1
29,19,4,0,50,"Horstmann",1
29,20,4,0,50,"Horstmann",1
29,21,4,0,50,"Horstmann",1
29,22,3,0,50,"Horstmann",1
29,23,1,-250,100,"Horstmann",1
29,24,2,0,100,"Horstmann",1
29,25,2,0,100,"Horstmann",1
29,26,4,0,50,"Horstmann",1
29,27,2,0,100,"Horstmann",1
29,28,1,0,100,"Horstmann",1
29,29,4,0,50,"Horstmann",1
29,30,1,-350,100,"Horstmann",1
29,31,4,0,50,"Horstmann",1
29,32,2,0,100,"Horstmann",1
29,33,2,0,100,"Horstmann",1
29,34,4,0,50,"Horstmann",1
29,35,2,0,100,"Horstmann",1
29,36,3,0,50,"Horstmann",1
29,37,1,0,100,"Horstmann",1
29,38,1,-300,100,"Horstmann",1
29,39,1,0,100,"Horstmann",1
29,40,4,-250,50,"Horstmann",1
29,41,1,-250,100,"Horstmann",1
29,42,2,0,100,"Horstmann",1
29,43,2,-1250,100,"Horstmann",1
29,44,2,0,100,"Horstmann",1
29,45,4,0,50,"Horstmann",1
29,46,4,0,50,"Horstmann",1
29,47,1,0,100,"Horstmann",1
29,48,2,0,100,"Horstmann",1
29,49,4,0,50,"Horstmann",1
29,50,2,0,100,"Horstmann",1
29,51,1,0,100,"Horstmann",1
29,52,2,0,100,"Horstmann",1
29,53,1,-200,100,"Horstmann",1
29,54,2,0,100,"Horstmann",1
29,55,4,0,50,"Horstmann",1
29,56,1,0,100,"Horstmann",1
29,57,4,0,50,"Horstmann",1
29,58,2,0,100,"Horstmann",1
29,59,3,-50,50,"Horstmann",1
29,60,2,0,100,"Horstmann",1
29,61,4,0,50,"Horstmann",1
29,62,1,-150,100,"Horstmann",1
29,63,4,0,50,"Horstmann",1
29,64,2,0,100,"Horstmann",1
29,65,3,-50,50,"Horstmann",1
29,66,2,0,100,"Horstmann",1
29,67,4,0,50,"Horstmann",1
29,68,1,-200,100,"Horstmann",1
29,69,4,0,50,"Horstmann",1
29,70,1,-150,100,"Horstmann",1
29,71,2,0,100,"Horstmann",1
29,72,1,0,100,"Horstmann",1
29,73,4,0,50,"Horstmann",1
29,74,2,0,100,"Horstmann",1
29,75,3,-50,50,"Horstmann",1
29,76,2,0,100,"Horstmann",1
29,77,4,0,50,"Horstmann",1
29,78,1,0,100,"Horstmann",1
29,79,4,0,50,"Horstmann",1
29,80,2,0,100,"Horstmann",1
29,81,3,0,50,"Horstmann",1
29,82,2,0,100,"Horstmann",1
29,83,4,0,50,"Horstmann",1
29,84,2,0,100,"Horstmann",1
29,85,4,0,50,"Horstmann",1
29,86,1,-300,100,"Horstmann",1
29,87,4,0,50,"Horstmann",1
29,88,2,-1250,100,"Horstmann",1
29,89,3,-50,50,"Horstmann",1
29,90,4,0,50,"Horstmann",1
29,91,1,0,100,"Horstmann",1
29,92,2,0,100,"Horstmann",1
29,93,4,-250,50,"Horstmann",1
29,94,1,-350,100,"Horstmann",1
29,95,2,0,100,"Horstmann",1
29,96,4,0,50,"Horstmann",1
29,97,3,0,50,"Horstmann",1
29,98,2,0,100,"Horstmann",1
29,99,4,0,50,"Horstmann",1
29,100,1,0,100,"Horstmann",1
30,1,4,0,50,"Horstmann",1
30,2,4,0,50,"Horstmann",1
30,3,4,-250,50,"Horstmann",1
30,4,3,0,50,"Horstmann",1
30,5,2,0,100,"Horstmann",1
30,6,1,0,100,"Horstmann",1
30,7,1,-250,100,"Horstmann",1
30,8,2,0,100,"Horstmann",1
30,9,1,0,100,"Horstmann",1
30,10,2,0,100,"Horstmann",1
30,11,1,-350,100,"Horstmann",1
30,12,2,0,100,"Horstmann",1
30,13,3,-50,50,"Horstmann",1
30,14,2,0,100,"Horstmann",1
30,15,2,-1250,100,"Horstmann",1
30,16,4,0,50,"Horstmann",1
30,17,2,0,100,"Horstmann",1
30,18,1,0,100,"Horstmann",1
30,19,2,0,100,"Horstmann",1
30,20,1,0,100,"Horstmann",1
30,21,4,0,50,"Horstmann",1
30,22,3,-50,50,"Horstmann",1
30,23,2,0,100,"Horstmann",1
30,24,1,-200,100,"Horstmann",1
30,25,4,0,50,"Horstmann",1
30,26,3,-50,50,"Horstmann",1
30,27,2,0,100,"Horstmann",1
30,28,1,0,100,"Horstmann",1
30,29,4,0,50,"Horstmann",1
30,30,2,0,100,"Horstmann",1
30,31,1,-150,100,"Horstmann",1
30,32,4,0,50,"Horstmann",1
30,33,2,0,100,"Horstmann",1
30,34,4,0,50,"Horstmann",1
30,35,2,0,100,"Horstmann",1
30,36,4,0,50,"Horstmann",1
30,37,2,-1250,100,"Horstmann",1
30,38,4,0,50,"Horstmann",1
30,39,2,0,100,"Horstmann",1
30,40,4,0,50,"Horstmann",1
30,41,2,0,100,"Horstmann",1
30,42,4,0,50,"Horstmann",1
30,43,3,-50,50,"Horstmann",1
30,44,4,0,50,"Horstmann",1
30,45,2,0,100,"Horstmann",1
30,46,4,0,50,"Horstmann",1
30,47,2,0,100,"Horstmann",1
30,48,4,0,50,"Horstmann",1
30,49,3,0,50,"Horstmann",1
30,50,2,0,100,"Horstmann",1
30,51,4,-250,50,"Horstmann",1
30,52,3,-50,50,"Horstmann",1
30,53,2,0,100,"Horstmann",1
30,54,1,-300,100,"Horstmann",1
30,55,2,-1250,100,"Horstmann",1
30,56,4,0,50,"Horstmann",1
30,57,3,0,50,"Horstmann",1
30,58,2,0,100,"Horstmann",1
30,59,2,0,100,"Horstmann",1
30,60,4,0,50,"Horstmann",1
30,61,2,0,100,"Horstmann",1
30,62,3,0,50,"Horstmann",1
30,63,4,0,50,"Horstmann",1
30,64,2,0,100,"Horstmann",1
30,65,4,0,50,"Horstmann",1
30,66,3,0,50,"Horstmann",1
30,67,4,0,50,"Horstmann",1
30,68,3,-50,50,"Horstmann",1
30,69,2,0,100,"Horstmann",1
30,70,2,0,100,"Horstmann",1
30,71,2,0,100,"Horstmann",1
30,72,3,-50,50,"Horstmann",1
30,73,2,0,100,"Horstmann",1
30,74,2,0,100,"Horstmann",1
30,75,2,0,100,"Horstmann",1
30,76,3,-50,50,"Horstmann",1
30,77,2,0,100,"Horstmann",1
30,78,2,0,100,"Horstmann",1
30,79,2,0,100,"Horstmann",1
30,80,3,-50,50,"Horstmann",1
30,81,2,0,100,"Horstmann",1
30,82,2,0,100,"Horstmann",1
30,83,2,0,100,"Horstmann",1
30,84,3,0,50,"Horstmann",1
30,85,4,0,50,"Horstmann",1
30,86,3,0,50,"Horstmann",1
30,87,3,0,50,"Horstmann",1
30,88,3,-50,50,"Horstmann",1
30,89,2,-1250,100,"Horstmann",1
30,90,3,0,50,"Horstmann",1
30,91,2,0,100,"Horstmann",1
30,92,2,0,100,"Horstmann",1
30,93,2,0,100,"Horstmann",1
30,94,3,0,50,"Horstmann",1
30,95,2,0,100,"Horstmann",1
30,96,2,0,100,"Horstmann",1
30,97,2,0,100,"Horstmann",1
30,98,3,0,50,"Horstmann",1
30,99,4,0,50,"Horstmann",1
30,100,3,-50,50,"Horstmann",1
31,1,3,-50,50,"Horstmann",1
31,2,4,0,50,"Horstmann",1
31,3,2,0,100,"Horstmann",1
31,4,1,-200,100,"Horstmann",1
31,5,2,0,100,"Horstmann",1
31,6,2,0,100,"Horstmann",1
31,7,2,-1250,100,"Horstmann",1
31,8,2,0,100,"Horstmann",1
31,9,2,0,100,"Horstmann",1
31,10,2,0,100,"Horstmann",1
31,11,4,0,50,"Horstmann",1
31,12,4,-250,50,"Horstmann",1
31,13,4,0,50,"Horstmann",1
31,14,4,0,50,"Horstmann",1
31,15,4,0,50,"Horstmann",1
31,16,4,0,50,"Horstmann",1
31,17,2,0,100,"Horstmann",1
31,18,2,0,100,"Horstmann",1
31,19,2,0,100,"Horstmann",1
31,20,1,0,100,"Horstmann",1
31,21,1,-150,100,"Horstmann",1
31,22,1,-300,100,"Horstmann",1
31,23,1,-350,100,"Horstmann",1
31,24,1,0,100,"Horstmann",1
31,25,1,0,100,"Horstmann",1
31,26,3,-50,50,"Horstmann",1
31,27,3,0,50,"Horstmann",1
31,28,3,0,50,"Horstmann",1
31,29,3,0,50,"Horstmann",1
31,30,3,0,50,"Horstmann",1
31,31,4,0,50,"Horstmann",1
31,32,4,0,50,"Horstmann",1
31,33,4,0,50,"Horstmann",1
31,34,4,-250,50,"Horstmann",1
31,35,2,0,100,"Horstmann",1
31,36,2,-1250,100,"Horstmann",1
31,37,2,0,100,"Horstmann",1
31,38,2,0,100,"Horstmann",1
31,39,2,0,100,"Horstmann",1
31,40,2,0,100,"Horstmann",1
31,41,2,0,100,"Horstmann",1
31,42,1,0,100,"Horstmann",1
31,43,1,-250,100,"Horstmann",1
31,44,1,0,100,"Horstmann",1
31,45,1,0,100,"Horstmann",1
31,46,1,-200,100,"Horstmann",1
31,47,1,-250,100,"Horstmann",1
31,48,1,0,100,"Horstmann",1
31,49,1,0,100,"Horstmann",1
31,50,1,0,100,"Horstmann",1
31,51,1,-150,100,"Horstmann",1
31,52,2,0,100,"Horstmann",1
31,53,2,0,100,"Horstmann",1
31,54,2,0,100,"Horstmann",1
31,55,4,0,50,"Horstmann",1
31,56,4,0,50,"Horstmann",1
31,57,3,0,50,"Horstmann",1
31,58,3,-50,50,"Horstmann",1
31,59,3,-50,50,"Horstmann",1
31,60,3,-50,50,"Horstmann",1
31,61,3,-50,50,"Horstmann",1
31,62,3,-50,50,"Horstmann",1
31,63,3,0,50,"Horstmann",1
31,64,3,0,50,"Horstmann",1
31,65,3,-50,50,"Horstmann",1
31,66,3,0,50,"Horstmann",1
31,67,3,-50,50,"Horstmann",1
31,68,3,0,50,"Horstmann",1
31,69,3,0,50,"Horstmann",1
31,70,3,-50,50,"Horstmann",1
31,71,3,-50,50,"Horstmann",1
31,72,3,-50,50,"Horstmann",1
31,73,3,0,50,"Horstmann",1
31,74,3,-50,50,"Horstmann",1
31,75,3,0,50,"Horstmann",1
31,76,3,0,50,"Horstmann",1
31,77,3,-50,50,"Horstmann",1
31,78,3,0,50,"Horstmann",1
31,79,3,0,50,"Horstmann",1
31,80,3,-50,50,"Horstmann",1
31,81,3,0,50,"Horstmann",1
31,82,3,0,50,"Horstmann",1
31,83,3,0,50,"Horstmann",1
31,84,3,-50,50,"Horstmann",1
31,85,3,0,50,"Horstmann",1
31,86,3,-50,50,"Horstmann",1
31,87,3,0,50,"Horstmann",1
31,88,3,-50,50,"Horstmann",1
31,89,3,-50,50,"Horstmann",1
31,90,3,-50,50,"Horstmann",1
31,91,3,-50,50,"Horstmann",1
31,92,3,-50,50,"Horstmann",1
31,93,3,0,50,"Horstmann",1
31,94,3,-50,50,"Horstmann",1
31,95,3,0,50,"Horstmann",1
31,96,3,0,50,"Horstmann",1
31,97,3,0,50,"Horstmann",1
31,98,3,-50,50,"Horstmann",1
31,99,3,0,50,"Horstmann",1
31,100,3,-50,50,"Horstmann",1
32,1,2,0,100,"Horstmann",1
32,2,3,-50,50,"Horstmann",1
32,3,4,0,50,"Horstmann",1
32,4,1,0,100,"Horstmann",1
32,5,1,-350,100,"Horstmann",1
32,6,1,-250,100,"Horstmann",1
32,7,2,0,100,"Horstmann",1
32,8,2,0,100,"Horstmann",1
32,9,2,-1250,100,"Horstmann",1
32,10,3,0,50,"Horstmann",1
32,11,3,0,50,"Horstmann",1
32,12,3,0,50,"Horstmann",1
32,13,3,-50,50,"Horstmann",1
32,14,4,0,50,"Horstmann",1
32,15,4,-250,50,"Horstmann",1
32,16,3,-50,50,"Horstmann",1
32,17,2,0,100,"Horstmann",1
32,18,2,0,100,"Horstmann",1
32,19,3,0,50,"Horstmann",1
32,20,1,0,100,"Horstmann",1
32,21,2,0,100,"Horstmann",1
32,22,3,-50,50,"Horstmann",1
32,23,4,0,50,"Horstmann",1
32,24,1,0,100,"Horstmann",1
32,25,2,0,100,"Horstmann",1
32,26,3,0,50,"Horstmann",1
32,27,4,0,50,"Horstmann",1
32,28,1,0,100,"Horstmann",1
32,29,2,0,100,"Horstmann",1
32,30,3,-50,50,"Horstmann",1
32,31,4,0,50,"Horstmann",1
32,32,1,-300,100,"Horstmann",1
32,33,2,0,100,"Horstmann",1
32,34,3,-50,50,"Horstmann",1
32,35,4,0,50,"Horstmann",1
32,36,1,0,100,"Horstmann",1
32,37,2,0,100,"Horstmann",1
32,38,3,0,50,"Horstmann",1
32,39,4,0,50,"Horstmann",1
32,40,1,-150,100,"Horstmann",1
32,41,2,0,100,"Horstmann",1
32,42,3,-50,50,"Horstmann",1
32,43,4,0,50,"Horstmann",1
32,44,1,-200,100,"Horstmann",1
32,45,2,-1250,100,"Horstmann",1
32,46,3,0,50,"Horstmann",1
32,47,4,0,50,"Horstmann",1
32,48,1,-250,100,"Horstmann",1
32,49,2,0,100,"Horstmann",1
32,50,2,0,100,"Horstmann",1
32,51,3,-50,50,"Horstmann",1
32,52,4,0,50,"Horstmann",1
32,53,4,0,50,"Horstmann",1
32,54,1,0,100,"Horstmann",1
32,55,1,-350,100,"Horstmann",1
32,56,4,-250,50,"Horstmann",1
32,57,2,0,100,"Horstmann",1
32,58,2,0,100,"Horstmann",1
32,59,2,0,100,"Horstmann",1
32,60,2,0,100,"Horstmann",1
32,61,3,-50,50,"Horstmann",1
32,62,4,0,50,"Horstmann",1
32,63,1,0,100,"Horstmann",1
32,64,1,-300,100,"Horstmann",1
32,65,1,0,100,"Horstmann",1
32,66,1,0,100,"Horstmann",1
32,67,1,0,100,"Horstmann",1
32,68,1,-200,100,"Horstmann",1
32,69,1,-150,100,"Horstmann",1
32,70,2,0,100,"Horstmann",1
32,71,2,0,100,"Horstmann",1
32,72,2,-1250,100,"Horstmann",1
32,73,3,0,50,"Horstmann",1
32,74,4,0,50,"Horstmann",1
32,75,4,0,50,"Horstmann",1
32,76,1,-300,100,"Horstmann",1
32,77,1,0,100,"Horstmann",1
32,78,1,0,100,"Horstmann",1
32,79,1,-250,100,"Horstmann",1
32,80,2,0,100,"Horstmann",1
32,81,2,0,100,"Horstmann",1
32,82,2,0,100,"Horstmann",1
32,83,3,0,50,"Horstmann",1
32,84,3,0,50,"Horstmann",1
32,85,3,-50,50,"Horstmann",1
32,86,4,0,50,"Horstmann",1
32,87,4,0,50,"Horstmann",1
32,88,4,0,50,"Horstmann",1
32,89,4,0,50,"Horstmann",1
32,90,4,0,50,"Horstmann",1
32,91,4,0,50,"Horstmann",1
32,92,4,0,50,"Horstmann",1
32,93,4,0,50,"Horstmann",1
32,94,4,-250,50,"Horstmann",1
32,95,4,0,50,"Horstmann",1
32,96,4,0,50,"Horstmann",1
32,97,4,0,50,"Horstmann",1
32,98,4,0,50,"Horstmann",1
32,99,4,0,50,"Horstmann",1
32,100,4,0,50,"Horstmann",1
33,1,2,0,100,"Horstmann",1
33,2,4,0,50,"Horstmann",1
33,3,3,-50,50,"Horstmann",1
33,4,1,0,100,"Horstmann",1
33,5,1,-150,100,"Horstmann",1
33,6,2,0,100,"Horstmann",1
33,7,2,-1250,100,"Horstmann",1
33,8,4,0,50,"Horstmann",1
33,9,4,0,50,"Horstmann",1
33,10,4,0,50,"Horstmann",1
33,11,4,0,50,"Horstmann",1
33,12,4,0,50,"Horstmann",1
33,13,4,0,50,"Horstmann",1
33,14,4,0,50,"Horstmann",1
33,15,3,0,50,"Horstmann",1
33,16,3,-50,50,"Horstmann",1
33,17,4,-250,50,"Horstmann",1
33,18,4,0,50,"Horstmann",1
33,19,4,0,50,"Horstmann",1
33,20,4,0,50,"Horstmann",1
33,21,4,0,50,"Horstmann",1
33,22,4,0,50,"Horstmann",1
33,23,4,0,50,"Horstmann",1
33,24,4,-250,50,"Horstmann",1
33,25,4,0,50,"Horstmann",1
33,26,4,0,50,"Horstmann",1
33,27,4,0,50,"Horstmann",1
33,28,4,0,50,"Horstmann",1
33,29,4,0,50,"Horstmann",1
33,30,4,-250,50,"Horstmann",1
33,31,1,0,100,"Horstmann",1
33,32,1,-200,100,"Horstmann",1
33,33,1,0,100,"Horstmann",1
33,34,1,-250,100,"Horstmann",1
33,35,1,-300,100,"Horstmann",1
33,36,3,-50,50,"Horstmann",1
33,37,3,0,50,"Horstmann",1
33,38,3,0,50,"Horstmann",1
33,39,3,0,50,"Horstmann",1
33,40,3,-50,50,"Horstmann",1
33,41,3,-50,50,"Horstmann",1
33,42,3,0,50,"Horstmann",1
33,43,3,-50,50,"Horstmann",1
33,44,3,-50,50,"Horstmann",1
33,45,3,-50,50,"Horstmann",1
33,46,4,0,50,"Horstmann",1
33,47,4,0,50,"Horstmann",1
33,48,4,0,50,"Horstmann",1
33,49,4,0,50,"Horstmann",1
33,50,4,0,50,"Horstmann",1
33,51,4,0,50,"Horstmann",1
33,52,4,0,50,"Horstmann",1
33,53,4,0,50,"Horstmann",1
33,54,4,0,50,"Horstmann",1
33,55,4,0,50,"Horstmann",1
33,56,4,-250,50,"Horstmann",1
33,57,2,0,100,"Horstmann",1
33,58,2,0,100,"Horstmann",1
33,59,2,0,100,"Horstmann",1
33,60,2,0,100,"Horstmann",1
33,61,2,0,100,"Horstmann",1
33,62,2,0,100,"Horstmann",1
33,63,2,0,100,"Horstmann",1
33,64,2,0,100,"Horstmann",1
33,65,2,0,100,"Horstmann",1
33,66,2,0,100,"Horstmann",1
33,67,2,-1250,100,"Horstmann",1
33,68,4,0,50,"Horstmann",1
33,69,4,0,50,"Horstmann",1
33,70,4,0,50,"Horstmann",1
33,71,4,0,50,"Horstmann",1
33,72,4,0,50,"Horstmann",1
33,73,2,0,100,"Horstmann",1
33,74,2,0,100,"Horstmann",1
33,75,2,0,100,"Horstmann",1
33,76,2,0,100,"Horstmann",1
33,77,2,0,100,"Horstmann",1
33,78,4,0,50,"Horstmann",1
33,79,4,0,50,"Horstmann",1
33,80,4,0,50,"Horstmann",1
33,81,4,0,50,"Horstmann",1
33,82,2,0,100,"Horstmann",1
33,83,2,0,100,"Horstmann",1
33,84,2,0,100,"Horstmann",1
33,85,2,0,100,"Horstmann",1
33,86,4,0,50,"Horstmann",1
33,87,4,0,50,"Horstmann",1
33,88,4,0,50,"Horstmann",1
33,89,4,0,50,"Horstmann",1
33,90,2,0,100,"Horstmann",1
33,91,2,0,100,"Horstmann",1
33,92,2,0,100,"Horstmann",1
33,93,2,-1250,100,"Horstmann",1
33,94,4,-250,50,"Horstmann",1
33,95,4,0,50,"Horstmann",1
33,96,4,0,50,"Horstmann",1
33,97,4,0,50,"Horstmann",1
33,98,4,0,50,"Horstmann",1
33,99,2,0,100,"Horstmann",1
33,100,2,0,100,"Horstmann",1
34,1,3,-50,50,"Horstmann",1
34,2,4,0,50,"Horstmann",1
34,3,2,0,100,"Horstmann",1
34,4,2,0,100,"Horstmann",1
34,5,2,0,100,"Horstmann",1
34,6,1,-350,100,"Horstmann",1
34,7,2,0,100,"Horstmann",1
34,8,2,0,100,"Horstmann",1
34,9,2,0,100,"Horstmann",1
34,10,2,0,100,"Horstmann",1
34,11,2,-1250,100,"Horstmann",1
34,12,3,-50,50,"Horstmann",1
34,13,4,0,50,"Horstmann",1
34,14,4,-250,50,"Horstmann",1
34,15,2,0,100,"Horstmann",1
34,16,2,0,100,"Horstmann",1
34,17,2,0,100,"Horstmann",1
34,18,2,0,100,"Horstmann",1
34,19,2,-1250,100,"Horstmann",1
34,20,1,-250,100,"Horstmann",1
34,21,2,0,100,"Horstmann",1
34,22,2,0,100,"Horstmann",1
34,23,2,0,100,"Horstmann",1
34,24,2,0,100,"Horstmann",1
34,25,2,0,100,"Horstmann",1
34,26,4,0,50,"Horstmann",1
34,27,2,0,100,"Horstmann",1
34,28,2,0,100,"Horstmann",1
34,29,2,-1250,100,"Horstmann",1
34,30,4,0,50,"Horstmann",1
34,31,4,0,50,"Horstmann",1
34,32,4,0,50,"Horstmann",1
34,33,2,0,100,"Horstmann",1
34,34,2,0,100,"Horstmann",1
34,35,2,0,100,"Horstmann",1
34,36,4,0,50,"Horstmann",1
34,37,2,0,100,"Horstmann",1
34,38,4,0,50,"Horstmann",1
34,39,2,0,100,"Horstmann",1
34,40,2,0,100,"Horstmann",1
34,41,4,0,50,"Horstmann",1
34,42,2,0,100,"Horstmann",1
34,43,2,0,100,"Horstmann",1
34,44,2,0,100,"Horstmann",1
34,45,4,0,50,"Horstmann",1
34,46,2,-1250,100,"Horstmann",1
34,47,4,0,50,"Horstmann",1
34,48,2,0,100,"Horstmann",1
34,49,2,0,100,"Horstmann",1
34,50,2,0,100,"Horstmann",1
34,51,2,0,100,"Horstmann",1
34,52,2,0,100,"Horstmann",1
34,53,2,0,100,"Horstmann",1
34,54,2,0,100,"Horstmann",1
34,55,2,0,100,"Horstmann",1
34,56,2,0,100,"Horstmann",1
34,57,2,0,100,"Horstmann",1
34,58,4,0,50,"Horstmann",1
34,59,4,0,50,"Horstmann",1
34,60,3,-50,50,"Horstmann",1
34,61,1,0,100,"Horstmann",1
34,62,1,0,100,"Horstmann",1
34,63,1,-200,100,"Horstmann",1
34,64,4,0,50,"Horstmann",1
34,65,4,0,50,"Horstmann",1
34,66,4,0,50,"Horstmann",1
34,67,4,0,50,"Horstmann",1
34,68,3,0,50,"Horstmann",1
34,69,1,0,100,"Horstmann",1
34,70,3,-50,50,"Horstmann",1
34,71,1,-150,100,"Horstmann",1
34,72,4,-250,50,"Horstmann",1
34,73,2,0,100,"Horstmann",1
34,74,4,0,50,"Horstmann",1
34,75,2,0,100,"Horstmann",1
34,76,1,0,100,"Horstmann",1
34,77,2,0,100,"Horstmann",1
34,78,4,0,50,"Horstmann",1
34,79,1,-300,100,"Horstmann",1
34,80,2,0,100,"Horstmann",1
34,81,4,0,50,"Horstmann",1
34,82,2,-1250,100,"Horstmann",1
34,83,4,0,50,"Horstmann",1
34,84,2,0,100,"Horstmann",1
34,85,2,0,100,"Horstmann",1
34,86,2,0,100,"Horstmann",1
34,87,2,0,100,"Horstmann",1
34,88,4,0,50,"Horstmann",1
34,89,4,0,50,"Horstmann",1
34,90,4,0,50,"Horstmann",1
34,91,3,0,50,"Horstmann",1
34,92,4,-250,50,"Horstmann",1
34,93,1,0,100,"Horstmann",1
34,94,1,-150,100,"Horstmann",1
34,95,2,0,100,"Horstmann",1
34,96,4,0,50,"Horstmann",1
34,97,2,0,100,"Horstmann",1
34,98,4,0,50,"Horstmann",1
34,99,2,0,100,"Horstmann",1
34,100,4,0,50,"Horstmann",1
35,1,1,0,100,"Horstmann",1
35,2,4,0,50,"Horstmann",1
35,3,3,-50,50,"Horstmann",1
35,4,2,0,100,"Horstmann",1
35,5,1,0,100,"Horstmann",1
35,6,4,0,50,"Horstmann",1
35,7,3,-50,50,"Horstmann",1
35,8,2,0,100,"Horstmann",1
35,9,1,-300,100,"Horstmann",1
35,10,4,0,50,"Horstmann",1
35,11,3,0,50,"Horstmann",1
35,12,2,0,100,"Horstmann",1
35,13,1,0,100,"Horstmann",1
35,14,4,0,50,"Horstmann",1
35,15,3,-50,50,"Horstmann",1
35,16,2,0,100,"Horstmann",1
35,17,1,-250,100,"Horstmann",1
35,18,4,0,50,"Horstmann",1
35,19,3,0,50,"Horstmann",1
35,20,2,-1250,100,"Horstmann",1
35,21,1,-350,100,"Horstmann",1
35,22,3,-50,50,"Horstmann",1
35,23,1,-150,100,"Horstmann",1
35,24,1,-200,100,"Horstmann",1
35,25,2,0,100,"Horstmann",1
35,26,4,-250,50,"Horstmann",1
35,27,3,0,50,"Horstmann",1
35,28,2,0,100,"Horstmann",1
35,29,1,0,100,"Horstmann",1
35,30,4,0,50,"Horstmann",1
35,31,3,-50,50,"Horstmann",1
35,32,2,0,100,"Horstmann",1
35,33,1,0,100,"Horstmann",1
35,34,3,0,50,"Horstmann",1
35,35,4,0,50,"Horstmann",1
35,36,1,0,100,"Horstmann",1
35,37,2,0,100,"Horstmann",1
35,38,1,0,100,"Horstmann",1
35,39,3,0,50,"Horstmann",1
35,40,4,0,50,"Horstmann",1
35,41,2,0,100,"Horstmann",1
35,42,1,0,100,"Horstmann",1
35,43,2,0,100,"Horstmann",1
35,44,3,0,50,"Horstmann",1
35,45,4,0,50,"Horstmann",1
35,46,1,0,100,"Horstmann",1
35,47,2,0,100,"Horstmann",1
35,48,4,0,50,"Horstmann",1
35,49,3,0,50,"Horstmann",1
35,50,2,0,100,"Horstmann",1
35,51,1,-350,100,"Horstmann",1
35,52,2,0,100,"Horstmann",1
35,53,4,0,50,"Horstmann",1
35,54,3,-50,50,"Horstmann",1
35,55,2,-1250,100,"Horstmann",1
35,56,1,0,100,"Horstmann",1
35,57,3,0,50,"Horstmann",1
35,58,4,-250,50,"Horstmann",1
35,59,2,0,100,"Horstmann",1
35,60,3,-50,50,"Horstmann",1
35,61,4,0,50,"Horstmann",1
35,62,1,-250,100,"Horstmann",1
35,63,2,0,100,"Horstmann",1
35,64,4,0,50,"Horstmann",1
35,65,3,0,50,"Horstmann",1
35,66,2,0,100,"Horstmann",1
35,67,4,0,50,"Horstmann",1
35,68,2,0,100,"Horstmann",1
35,69,1,-200,100,"Horstmann",1
35,70,2,0,100,"Horstmann",1
35,71,2,0,100,"Horstmann",1
35,72,4,0,50,"Horstmann",1
35,73,3,-50,50,"Horstmann",1
35,74,1,-150,100,"Horstmann",1
35,75,2,0,100,"Horstmann",1
35,76,4,0,50,"Horstmann",1
35,77,3,0,50,"Horstmann",1
35,78,1,-300,100,"Horstmann",1
35,79,4,0,50,"Horstmann",1
35,80,3,-50,50,"Horstmann",1
35,81,3,-50,50,"Horstmann",1
35,82,2,0,100,"Horstmann",1
35,83,1,0,100,"Horstmann",1
35,84,3,0,50,"Horstmann",1
35,85,4,0,50,"Horstmann",1
35,86,1,-250,100,"Horstmann",1
35,87,3,-50,50,"Horstmann",1
35,88,2,0,100,"Horstmann",1
35,89,4,0,50,"Horstmann",1
35,90,3,-50,50,"Horstmann",1
35,91,1,0,100,"Horstmann",1
35,92,3,0,50,"Horstmann",1
35,93,4,0,50,"Horstmann",1
35,94,3,0,50,"Horstmann",1
35,95,1,0,100,"Horstmann",1
35,96,3,-50,50,"Horstmann",1
35,97,1,0,100,"Horstmann",1
35,98,3,-50,50,"Horstmann",1
35,99,1,-200,100,"Horstmann",1
35,100,4,0,50,"Horstmann",1
36,1,2,0,100,"Horstmann",1
36,2,3,-50,50,"Horstmann",1
36,3,4,0,50,"Horstmann",1
36,4,2,0,100,"Horstmann",1
36,5,2,0,100,"Horstmann",1
36,6,2,0,100,"Horstmann",1
36,7,2,0,100,"Horstmann",1
36,8,2,0,100,"Horstmann",1
36,9,2,0,100,"Horstmann",1
36,10,2,0,100,"Horstmann",1
36,11,2,0,100,"Horstmann",1
36,12,2,-1250,100,"Horstmann",1
36,13,2,0,100,"Horstmann",1
36,14,2,0,100,"Horstmann",1
36,15,2,0,100,"Horstmann",1
36,16,2,0,100,"Horstmann",1
36,17,2,0,100,"Horstmann",1
36,18,2,-1250,100,"Horstmann",1
36,19,2,0,100,"Horstmann",1
36,20,2,0,100,"Horstmann",1
36,21,2,0,100,"Horstmann",1
36,22,2,0,100,"Horstmann",1
36,23,2,0,100,"Horstmann",1
36,24,4,0,50,"Horstmann",1
36,25,4,0,50,"Horstmann",1
36,26,4,0,50,"Horstmann",1
36,27,4,0,50,"Horstmann",1
36,28,4,0,50,"Horstmann",1
36,29,4,0,50,"Horstmann",1
36,30,4,0,50,"Horstmann",1
36,31,4,-250,50,"Horstmann",1
36,32,2,-1250,100,"Horstmann",1
36,33,1,-350,100,"Horstmann",1
36,34,1,0,100,"Horstmann",1
36,35,1,0,100,"Horstmann",1
36,36,1,-150,100,"Horstmann",1
36,37,1,0,100,"Horstmann",1
36,38,1,-300,100,"Horstmann",1
